0.088 0.172
0.089 0.182
0.09 0.206
0.092 0.234
0.094 0.264
0.096 0.294
0.097 0.329
0.099 0.364
0.101 0.399
0.104 0.436
0.106 0.474
0.108 0.512
0.111 0.549
0.113 0.588
0.116 0.627
0.119 0.665
0.122 0.706
0.125 0.745
0.128 0.786
0.131 0.831
0.135 0.872
0.139 0.906
0.143 0.934
0.147 0.96
0.151 0.979
0.156 0.995
0.161 1.0
0.167 0.996
0.173 0.985
0.179 0.968
0.186 0.947
0.189 0.937
