0.088 0.72
0.089 0.715
0.091 0.704
0.092 0.691
0.094 0.678
0.096 0.662
0.098 0.651
0.1 0.638
0.102 0.631
0.104 0.624
0.106 0.62
0.109 0.62
0.111 0.619
0.114 0.622
0.116 0.626
0.119 0.635
0.122 0.649
0.125 0.668
0.128 0.69
0.132 0.718
0.135 0.747
0.139 0.78
0.143 0.814
0.147 0.855
0.152 0.896
0.156 0.936
0.161 0.971
0.167 0.998
0.173 1.019
0.179 1.036
0.186 1.049
0.189 1.055
